"Name","POS","Age","HT","WT","NAT","APP","SUB","SV","GA","A","FC","FA","YC","RC","G","SH","ST","Team"
"Marc Cucurella3","D","26","5' 8""","146 lbs","Spain","15","2",NA,NA,"1","15","18","7","1","1","3","1","chelsea"
"Tosin Adarabioyo4","D","27","6' 5""","174 lbs","England","7","2",NA,NA,"0","2","2","1","0","0","4","0","chelsea"
"Benoît Badiashile5","D","23","6' 4""","163 lbs","France","4","2",NA,NA,"0","6","2","0","0","0","0","0","chelsea"
"Levi Colwill6","D","21","6' 2""","183 lbs","England","16","0",NA,NA,"0","19","11","3","0","0","5","1","chelsea"
"Ben Chilwell21","D","28","5' 10""","170 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Reece James24","D","25","6' 0""","181 lbs","England","4","1",NA,NA,"0","1","4","0","0","0","0","0","chelsea"
"Malo Gusto27","D","21","5' 10""","148 lbs","France","14","2",NA,NA,"1","11","9","2","0","0","17","2","chelsea"
"Wesley Fofana29","D","24","6' 3""","183 lbs","France","12","0",NA,NA,"0","19","15","6","0","0","2","0","chelsea"
"Josh Acheampong34","D","18","6' 0""","163 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","chelsea"
"Richard Olise49","D","20","5' 8""","--","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Harrison Murray-Campbell59","D","18","6' 0""","--","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Kaiden Wilson63","D","19","--","--","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Enzo Fernández8","M","23","5' 10""","168 lbs","Argentina","16","4",NA,NA,"4","15","18","1","0","3","17","7","chelsea"
"Mykhailo Mudryk10","M","23","5' 9""","132 lbs","Ukraine","7","6",NA,NA,"0","1","2","0","0","0","1","1","chelsea"
"Carney Chukwuemeka17","M","21","6' 2""","170 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Cole Palmer20","M","22","6' 2""","168 lbs","England","17","0",NA,NA,"6","8","38","3","0","11","61","21","chelsea"
"Kiernan Dewsbury-Hall22","M","26","5' 10""","174 lbs","England","5","5",NA,NA,"0","1","1","0","0","0","0","0","chelsea"
"Moisés Caicedo25","M","23","5' 10""","161 lbs","Ecuador","17","0",NA,NA,"2","33","22","3","0","1","9","2","chelsea"
"Cesare Casadei31","M","21","6' 1""","170 lbs","Italy","0","0",NA,NA,"0","0","0","0","0","0","0","0","chelsea"
"Kiano Dyer33","M","18","5' 10""","141 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Renato Veiga40","M","21","6' 3""","192 lbs","Portugal","7","6",NA,NA,"0","6","1","2","0","0","3","1","chelsea"
"Harvey Vale43","M","21","5' 11""","161 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Romeo Lavia45","M","20","5' 11""","168 lbs","Belgium","9","2",NA,NA,"1","9","2","3","0","0","1","0","chelsea"
"Samuel Rak-Sakyi51","M","19","5' 10""","161 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","chelsea"
"Pedro Neto7","F","24","5' 8""","137 lbs","Portugal","14","6",NA,NA,"2","9","12","5","0","1","17","6","chelsea"
"Noni Madueke11","F","22","6' 0""","163 lbs","England","16","3",NA,NA,"3","12","14","3","0","5","49","21","chelsea"
"João Félix14","F","25","5' 11""","152 lbs","Portugal","9","7",NA,NA,"1","4","13","2","0","1","14","3","chelsea"
"Nicolas Jackson15","F","23","6' 1""","172 lbs","Senegal","16","0",NA,NA,"4","14","15","4","0","9","42","20","chelsea"
"Christopher Nkunku18","F","27","5' 10""","150 lbs","France","16","14",NA,NA,"1","9","4","1","0","2","13","4","chelsea"
"Jadon Sancho19","F","24","5' 11""","168 lbs","England","11","3",NA,NA,"3","3","6","1","0","2","9","3","chelsea"
"Tyrique George32","F","18","5' 11""","163 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","chelsea"
"Deivid Washington36","F","19","6' 1""","161 lbs","Brazil","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Omari Kellyman37","F","19","6' 3""","172 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Marc Guiu38","F","18","6' 2""","181 lbs","Spain","1","1",NA,NA,"0","0","0","0","0","0","0","0","chelsea"
"Ato Ampah55","F","18","--","--","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"Shim Mheuka76","F","17","6' 0""","163 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","chelsea"
"David Raya22","G","29","6' 0""","174 lbs","Spain","17","0","46","16","0","1","3","2","0",NA,NA,NA,"arsenal"
"Neto32","G","35","6' 3""","183 lbs","Brazil","2","0","11","2","0","0","2","0","0",NA,NA,NA,"arsenal"
"Tommy Setford36","G","18","6' 1""","168 lbs","England","0","0","0","0","0","0","0","0","0",NA,NA,NA,"arsenal"
"Alexei Rojas62","G","19","6' 1""","170 lbs","Colombia","--","--","--","--","--","--","--","--","--",NA,NA,NA,"arsenal"
"Jack Porter92","G","16","6' 2""","--","England","--","--","--","--","--","--","--","--","--",NA,NA,NA,"arsenal"
"William Saliba2","D","23","6' 4""","203 lbs","France","16","0",NA,NA,"0","14","8","2","1","2","3","2","arsenal"
"Kieran Tierney3","D","27","5' 10""","152 lbs","Scotland","0","0",NA,NA,"0","0","0","0","0","0","0","0","arsenal"
"Ben White4","D","27","6' 1""","168 lbs","England","9","2",NA,NA,"1","7","3","2","0","0","4","1","arsenal"
"Gabriel Magalhães6","D","27","6' 3""","172 lbs","Brazil","15","0",NA,NA,"1","10","9","2","0","3","16","5","arsenal"
"Jurriën Timber12","D","23","5' 10""","172 lbs","Netherlands","15","1",NA,NA,"1","16","9","4","0","1","9","2","arsenal"
"Jakub Kiwior15","D","24","6' 2""","163 lbs","Poland","8","6",NA,NA,"0","5","1","0","0","0","0","0","arsenal"
"Oleksandr Zinchenko17","D","28","5' 9""","139 lbs","Ukraine","6","4",NA,NA,"0","7","1","1","0","0","1","0","arsenal"
"Takehiro Tomiyasu18","D","26","6' 2""","183 lbs","Japan","1","1",NA,NA,"0","0","0","0","0","0","1","0","arsenal"
"Riccardo Calafiori33","D","22","6' 2""","190 lbs","Italy","9","3",NA,NA,"1","10","5","1","0","1","4","3","arsenal"
"Maldini Kacurri47","D","19","6' 0""","183 lbs","Albania","0","0",NA,NA,"0","0","0","0","0","0","0","0","arsenal"
"Zane Monlouis50","D","21","6' 1""","163 lbs","Jamaica","--","--",NA,NA,"--","--","--","--","--","--","--","--","arsenal"
"Josh Nichols51","D","18","5' 5""","121 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","arsenal"
"Josh Robinson61","D","20","5' 11""","148 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","arsenal"
"Ayden Heaven76","D","18","6' 2""","170 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","arsenal"
"Thomas Partey5","M","31","6' 1""","170 lbs","Ghana","16","2",NA,NA,"2","25","16","2","0","2","14","4","arsenal"
"Martin Ødegaard8","M","26","5' 10""","150 lbs","Norway","10","0",NA,NA,"2","3","11","1","0","1","14","5","arsenal"
"Jorginho20","M","33","5' 11""","141 lbs","Italy","8","3",NA,NA,"0","7","9","3","0","0","1","0","arsenal"
"Mikel Merino23","M","28","6' 2""","183 lbs","Spain","10","5",NA,NA,"0","14","6","1","0","1","8","3","arsenal"
"Declan Rice41","M","25","6' 2""","183 lbs","England","15","1",NA,NA,"3","12","7","4","1","1","18","4","arsenal"
"Myles Lewis-Skelly49","M","18","5' 10""","159 lbs","England","4","2",NA,NA,"0","1","4","1","0","0","0","0","arsenal"
"Ethan Nwaneri53","M","17","5' 9""","152 lbs","England","10","10",NA,NA,"0","1","2","0","0","1","4","2","arsenal"
"Salah-Eddine Oulad M'Hand56","M","21","5' 10""","152 lbs","Netherlands","0","0",NA,NA,"0","0","0","0","0","0","0","0","arsenal"
"Bukayo Saka7","F","23","5' 10""","159 lbs","England","16","0",NA,NA,"10","13","32","3","0","5","46","18","arsenal"
"Gabriel Jesus9","F","27","5' 9""","161 lbs","Brazil","14","11",NA,NA,"0","8","9","4","0","2","12","4","arsenal"
"Gabriel Martinelli11","F","23","5' 10""","163 lbs","Brazil","15","4",NA,NA,"3","6","7","1","0","4","19","10","arsenal"
"Leandro Trossard19","F","30","5' 8""","132 lbs","Belgium","17","7",NA,NA,"1","7","12","1","1","3","21","8","arsenal"
"Kai Havertz29","F","25","6' 4""","183 lbs","Germany","16","0",NA,NA,"2","28","17","2","0","6","36","13","arsenal"
"Raheem Sterling30","F","30","5' 8""","150 lbs","England","6","4",NA,NA,"1","2","0","0","0","0","4","0","arsenal"
"Nathan Butler-Oyedeji37","F","21","5' 10""","161 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","arsenal"
"Ismeal Kabia46","F","19","5' 9""","152 lbs","Netherlands","0","0",NA,NA,"0","0","0","0","0","0","0","0","arsenal"
"Matz Sels26","G","32","6' 2""","163 lbs","Belgium","17","0","47","19","0","0","6","2","0",NA,NA,NA,"nottingham_forest"
"Carlos Miguel33","G","26","6' 8""","205 lbs","Brazil","0","0","0","0","0","0","0","0","0",NA,NA,NA,"nottingham_forest"
"Morato4","D","23","6' 4""","192 lbs","Brazil","10","9",NA,NA,"0","2","0","0","0","0","0","0","nottingham_forest"
"Murillo5","D","22","5' 11""","163 lbs","Brazil","17","0",NA,NA,"0","11","2","3","0","1","14","3","nottingham_forest"
"Neco Williams7","D","23","6' 0""","159 lbs","Wales","14","7",NA,NA,"1","6","10","4","0","0","14","3","nottingham_forest"
"Andrew Omobamidele12","D","22","6' 2""","172 lbs","Republic of Ireland","0","0",NA,NA,"0","0","0","0","0","0","0","0","nottingham_forest"
"Harry Toffolo15","D","29","6' 0""","157 lbs","England","2","2",NA,NA,"0","0","0","0","0","0","1","0","nottingham_forest"
"Álex Moreno19","D","31","5' 10""","150 lbs","Spain","11","1",NA,NA,"1","11","5","2","0","0","5","0","nottingham_forest"
"Willy Boly30","D","33","6' 5""","203 lbs","Ivory Coast","3","2",NA,NA,"0","1","0","0","0","0","1","1","nottingham_forest"
"Nikola Milenkovic31","D","27","6' 5""","196 lbs","Serbia","16","0",NA,NA,"1","8","3","2","0","2","17","4","nottingham_forest"
"Ola Aina34","D","28","6' 0""","181 lbs","Nigeria","17","0",NA,NA,"0","9","19","2","0","2","6","2","nottingham_forest"
"Zach Abbott44","D","18","5' 11""","152 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","nottingham_forest"
"Ibrahim Sangaré6","M","27","6' 3""","170 lbs","Ivory Coast","3","0",NA,NA,"0","4","4","2","0","0","1","1","nottingham_forest"
"Elliot Anderson8","M","22","5' 10""","150 lbs","England","16","4",NA,NA,"5","18","24","3","0","0","20","4","nottingham_forest"
"Morgan Gibbs-White10","M","24","5' 7""","146 lbs","England","13","0",NA,NA,"2","20","14","5","1","2","24","10","nottingham_forest"
"Nicolás Domínguez16","M","26","5' 10""","161 lbs","Argentina","15","6",NA,NA,"0","17","7","5","0","0","11","4","nottingham_forest"
"James Ward-Prowse18","M","30","5' 8""","146 lbs","England","7","2",NA,NA,"0","4","2","1","1","0","2","0","nottingham_forest"
"Ryan Yates22","M","27","6' 3""","192 lbs","England","17","5",NA,NA,"0","31","33","4","0","1","24","6","nottingham_forest"
"Danilo28","M","23","5' 9""","150 lbs","Brazil","1","0",NA,NA,"0","1","0","0","0","0","0","0","nottingham_forest"
"Ben Perry59","M","20","6' 0""","163 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","nottingham_forest"
"Taiwo Awoniyi9","F","27","6' 0""","183 lbs","Nigeria","12","10",NA,NA,"0","6","6","0","0","0","4","1","nottingham_forest"
"Chris Wood11","F","33","6' 3""","179 lbs","New Zealand","17","1",NA,NA,"0","11","10","1","0","10","29","17","nottingham_forest"
"Callum Hudson-Odoi14","F","24","6' 0""","168 lbs","England","16","2",NA,NA,"1","7","10","1","0","2","22","8","nottingham_forest"
"Eric Da Silva Moreira17","F","18","6' 0""","181 lbs","Germany","2","2",NA,NA,"0","0","0","0","0","0","0","0","nottingham_forest"
"Jota Silva20","F","25","5' 10""","170 lbs","Portugal","16","13",NA,NA,"1","12","15","3","0","0","8","2","nottingham_forest"
"Anthony Elanga21","F","22","5' 10""","152 lbs","Sweden","17","6",NA,NA,"2","3","16","1","0","2","15","6","nottingham_forest"
"Ramón Sosa24","F","25","5' 10""","163 lbs","Paraguay","10","10",NA,NA,"0","5","1","0","0","1","6","2","nottingham_forest"
"Emmanuel Dennis25","F","27","5' 9""","148 lbs","Nigeria","--","--",NA,NA,"--","--","--","--","--","--","--","--","nottingham_forest"
"Kepa Arrizabalaga13","G","30","6' 2""","183 lbs","Spain","12","0","42","16","0","0","2","2","0",NA,NA,NA,"afc_bournemouth"
"William Dennis40","G","24","6' 2""","183 lbs","England","0","0","0","0","0","0","0","0","0",NA,NA,NA,"afc_bournemouth"
"Mark Travers42","G","25","6' 3""","181 lbs","Republic of Ireland","3","0","12","3","0","0","0","0","0",NA,NA,NA,"afc_bournemouth"
"Dean Huijsen2","D","19","6' 5""","192 lbs","Spain","11","5",NA,NA,"1","5","0","2","0","2","6","2","afc_bournemouth"
"Milos Kerkez3","D","21","5' 11""","157 lbs","Hungary","17","0",NA,NA,"2","12","19","2","0","1","9","1","afc_bournemouth"
"Marcos Senesi5","D","27","6' 1""","174 lbs","Argentina","11","0",NA,NA,"0","16","7","4","0","0","3","0","afc_bournemouth"
"Adam Smith15","D","33","5' 11""","172 lbs","England","17","5",NA,NA,"0","8","9","4","0","0","1","0","afc_bournemouth"
"Julián Araujo22","D","23","5' 9""","152 lbs","Mexico","8","3",NA,NA,"0","4","1","1","0","0","0","0","afc_bournemouth"
"James Hill23","D","22","6' 0""","161 lbs","England","2","2",NA,NA,"0","1","0","0","0","0","0","0","afc_bournemouth"
"Illia Zabarnyi27","D","22","6' 2""","174 lbs","Ukraine","17","0",NA,NA,"0","6","3","2","0","0","3","0","afc_bournemouth"
"Max Aarons37","D","24","5' 10""","150 lbs","England","1","1",NA,NA,"0","0","1","0","0","0","0","0","afc_bournemouth"
"Max Kinsey-Wellings48","D","19","6' 0""","168 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","afc_bournemouth"
"Lewis Cook4","M","27","5' 9""","157 lbs","England","16","2",NA,NA,"3","29","2","4","0","1","9","2","afc_bournemouth"
"David Brooks7","M","27","5' 8""","137 lbs","Wales","10","9",NA,NA,"0","4","2","1","0","1","7","2","afc_bournemouth"
"Alex Scott8","M","21","5' 10""","150 lbs","England","8","6",NA,NA,"0","2","13","0","0","0","3","1","afc_bournemouth"
"Ryan Christie10","M","29","5' 10""","152 lbs","Scotland","16","2",NA,NA,"1","21","14","5","0","1","16","6","afc_bournemouth"
"Tyler Adams12","M","25","5' 8""","159 lbs","USA","8","3",NA,NA,"0","10","4","2","0","0","5","1","afc_bournemouth"
"Marcus Tavernier16","M","25","5' 10""","152 lbs","England","15","2",NA,NA,"4","13","11","2","0","1","31","8","afc_bournemouth"
"Philip Billing29","M","28","6' 4""","183 lbs","Denmark","7","7",NA,NA,"0","0","2","0","0","0","2","0","afc_bournemouth"
"Ben Winterburn47","M","20","6' 1""","--","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","afc_bournemouth"
"Evanilson9","F","25","6' 0""","174 lbs","Brazil","16","1",NA,NA,"0","17","29","0","0","4","35","16","afc_bournemouth"
"Dango Ouattara11","F","22","5' 10""","157 lbs","Burkina Faso","14","8",NA,NA,"3","4","4","0","0","2","19","5","afc_bournemouth"
"Luis Sinisterra17","F","25","5' 8""","130 lbs","Colombia","8","7",NA,NA,"1","3","2","0","0","1","11","5","afc_bournemouth"
"Justin Kluivert19","F","25","5' 7""","148 lbs","Netherlands","17","3",NA,NA,"2","22","12","4","0","6","33","17","afc_bournemouth"
"Antoine Semenyo24","F","24","6' 1""","172 lbs","Ghana","16","0",NA,NA,"1","32","21","5","0","5","67","16","afc_bournemouth"
"Enes Ünal26","F","27","6' 2""","172 lbs","Turkey","14","13",NA,NA,"1","4","6","1","0","2","17","6","afc_bournemouth"
"Joe Gauci18","G","24","6' 4""","192 lbs","Australia","0","0","0","0","0","0","0","0","0",NA,NA,NA,"aston_villa"
"Emiliano Martínez23","G","32","6' 5""","192 lbs","Argentina","17","0","44","25","0","1","3","2","0",NA,NA,NA,"aston_villa"
"Robin Olsen25","G","34","6' 6""","194 lbs","Sweden","1","1","2","1","0","0","0","0","0",NA,NA,NA,"aston_villa"
"Oliwier Zych48","G","20","6' 4""","179 lbs","Poland","0","0","0","0","0","0","0","0","0",NA,NA,NA,"aston_villa"
"Matty Cash2","D","27","6' 1""","172 lbs","Poland","11","1",NA,NA,"0","11","5","4","0","1","4","2","aston_villa"
"Diego Carlos3","D","31","6' 1""","172 lbs","Brazil","9","2",NA,NA,"0","9","1","1","0","0","4","1","aston_villa"
"Ezri Konsa4","D","27","6' 0""","161 lbs","England","15","0",NA,NA,"0","1","20","0","0","1","5","2","aston_villa"
"Tyrone Mings5","D","31","6' 5""","170 lbs","England","1","0",NA,NA,"0","0","1","0","0","0","2","0","aston_villa"
"Lucas Digne12","D","31","5' 10""","161 lbs","France","17","2",NA,NA,"2","13","6","3","0","0","6","2","aston_villa"
"Pau Torres14","D","27","6' 3""","174 lbs","Spain","16","0",NA,NA,"0","6","6","1","0","0","6","1","aston_villa"
"Kosta Nedeljkovic20","D","19","6' 0""","159 lbs","Serbia","3","3",NA,NA,"0","0","1","0","0","0","0","0","aston_villa"
"Ian Maatsen22","D","22","5' 10""","126 lbs","Netherlands","13","11",NA,NA,"0","3","2","1","0","0","4","1","aston_villa"
"Lamar Bogarde26","D","20","6' 0""","168 lbs","Netherlands","3","0",NA,NA,"0","5","4","1","0","0","0","0","aston_villa"
"Kortney Hause30","D","29","6' 3""","170 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","aston_villa"
"Triston Rowe45","D","18","6' 0""","152 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","aston_villa"
"Sil Swinkels50","D","20","6' 3""","172 lbs","Netherlands","0","0",NA,NA,"0","0","0","0","0","0","0","0","aston_villa"
"Travis Patterson66","D","19","5' 10""","139 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","aston_villa"
"Thierry Katsukunya73","D","19","5' 11""","--","Wales","--","--",NA,NA,"--","--","--","--","--","--","--","--","aston_villa"
"Ross Barkley6","M","31","6' 2""","168 lbs","England","13","11",NA,NA,"1","9","1","3","0","2","12","3","aston_villa"
"John McGinn7","M","30","5' 10""","150 lbs","Scotland","15","2",NA,NA,"3","19","34","3","0","0","19","2","aston_villa"
"Youri Tielemans8","M","27","5' 9""","159 lbs","Belgium","17","0",NA,NA,"4","19","31","3","0","0","10","2","aston_villa"
"Emiliano Buendía10","M","27","5' 8""","159 lbs","Argentina","8","8",NA,NA,"0","3","3","1","0","0","1","0","aston_villa"
"Amadou Onana24","M","23","6' 5""","168 lbs","Belgium","12","1",NA,NA,"0","19","10","3","0","2","9","4","aston_villa"
"Leon Bailey31","M","27","5' 10""","170 lbs","Jamaica","14","4",NA,NA,"2","8","14","2","0","0","11","2","aston_villa"
"Jacob Ramsey41","M","23","5' 11""","163 lbs","England","10","3",NA,NA,"2","4","8","1","0","0","11","3","aston_villa"
"Boubacar Kamara44","M","25","6' 0""","150 lbs","France","8","3",NA,NA,"0","11","7","1","0","0","0","0","aston_villa"
"Aidan Borland54","M","17","5' 10""","141 lbs","Scotland","--","--",NA,NA,"--","--","--","--","--","--","--","--","aston_villa"
"Jamaldeen Jimoh56","M","18","6' 0""","157 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","aston_villa"
"Ben Broggio79","M","17","5' 11""","163 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","aston_villa"
"Jhon Durán9","F","21","6' 1""","161 lbs","Colombia","17","14",NA,NA,"0","12","13","3","0","7","29","15","aston_villa"
"Ollie Watkins11","F","28","5' 11""","163 lbs","England","17","3",NA,NA,"4","16","21","0","0","7","44","20","aston_villa"
"Jaden Philogene19","F","22","5' 11""","146 lbs","England","11","9",NA,NA,"0","11","8","3","1","0","7","0","aston_villa"
"Morgan Rogers27","F","22","6' 2""","174 lbs","England","17","0",NA,NA,"3","20","22","4","0","5","33","9","aston_villa"
"Kadan Young72","F","18","5' 9""","148 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","aston_villa"
"Kobei Moore77","F","20","6' 0""","152 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","aston_villa"
"Stefan Ortega18","G","32","6' 1""","192 lbs","Germany","4","0","14","6","0","1","0","0","0",NA,NA,NA,"manchester_city"
"Ederson31","G","31","6' 2""","190 lbs","Brazil","13","0","29","18","1","1","0","3","0",NA,NA,NA,"manchester_city"
"Scott Carson33","G","39","6' 2""","185 lbs","England","0","0","0","0","0","0","0","0","0",NA,NA,NA,"manchester_city"
"Max Hudson69","G","17","5' 11""","--","Wales","--","--","--","--","--","--","--","--","--",NA,NA,NA,"manchester_city"
"Kyle Walker2","D","34","6' 0""","174 lbs","England","13","4",NA,NA,"0","5","5","2","0","0","5","2","manchester_city"
"Rúben Dias3","D","27","6' 2""","168 lbs","Portugal","13","1",NA,NA,"0","6","3","3","0","0","14","4","manchester_city"
"John Stones5","D","30","6' 2""","174 lbs","England","8","4",NA,NA,"0","2","1","1","0","2","2","2","manchester_city"
"Nathan Aké6","D","29","5' 11""","163 lbs","Netherlands","5","2",NA,NA,"0","2","0","0","0","0","2","0","manchester_city"
"Josko Gvardiol24","D","22","6' 1""","174 lbs","Croatia","16","1",NA,NA,"0","7","13","1","0","4","22","7","manchester_city"
"Manuel Akanji25","D","29","6' 1""","201 lbs","Switzerland","13","0",NA,NA,"0","12","7","3","0","0","8","1","manchester_city"
"Kaden Braithwaite61","D","16","6' 1""","163 lbs","England","--","--",NA,NA,"--","--","--","--","--","--","--","--","manchester_city"
"Jahmai Simpson-Pusey66","D","19","6' 2""","172 lbs","England","1","0",NA,NA,"0","0","1","1","0","0","0","0","manchester_city"
"Rico Lewis82","D","20","5' 7""","139 lbs","England","15","2",NA,NA,"2","9","21","4","1","1","6","1","manchester_city"
"Josh Wilson-Esbrand97","D","21","5' 9""","152 lbs","England","0","0",NA,NA,"0","0","0","0","0","0","0","0","manchester_city"
"Mateo Kovacic8","M","30","5' 10""","172 lbs","Croatia","13","2",NA,NA,"0","7","8","3","0","3","20","5","manchester_city"
"Jack Grealish10","M","29","5' 11""","170 lbs","England","13","7",NA,NA,"1","3","20","3","0","0","11","4","manchester_city"
